T [MeV]	muB [MeV]	nB/T^3	s/T^3
115	130	0.0072698178387227775	-
115	140	0.008022927461206338	-
115	150	0.008830775322200278	-
115	160	0.009701587399820378	-
115	170	0.010644560587199888	-
115	180	0.011669955329783354	-
115	190	0.012789194608360945	-
115	200	0.014014969996202548	-
115	210	0.015361355609926845	-
115	220	0.01684393085926155	-
115	230	0.018479913022357682	-
115	240	0.020288300784943362	-
115	250	0.022290030053802777	-
115	260	0.024508143510278396	-
115	270	0.0269679755957068	-
115	280	0.029697354872253477	-
115	290	0.03272682599262726	-
115	300	0.036089893918809256	-
115	310	0.03982329344795729	-
115	320	0.043967287734611865	-
115	330	0.048566000221697096	-
115	340	0.053667785331961725	-
115	350	0.059325644612194015	-
115	360	0.06559769671769895	-
115	370	0.0725477119394872	-
115	380	0.08024572545904492	-
115	390	0.08876874816057474	-
115	400	0.09820160093198842	-
115	410	0.1086379090614271	-
115	420	0.12018130926550534	-
115	430	0.1329469478100715	-
115	440	0.1470633886722682	-
115	450	0.16267511830603407	-
115	460	0.17994594679549009	-
115	470	0.1990638008927954	-
115	480	0.22024775026511434	-
115	490	0.24375873716371707	-
115	500	0.26991664721205594	-
115	510	0.29912858876276693	-
115	520	0.3319375700355355	-
115	530	0.3691092163622755	-
115	540	0.4117903144875405	-
115	550	0.46180061409504053	-
115	560	0.5221475559945823	-
115	570	0.5977695811694294	-
115	580	0.6957432815548603	-
115	590	0.8211734157276562	-
115	600	0.9625149444535395	-
120	0	0.	-
120	10	0.0007843797464588573	-
120	20	0.0015721245594228312	-
120	30	0.0023666805372897755	-
120	40	0.0031716559988529116	-
120	50	0.003990902985882479	-
120	60	0.004828599239312916	-
120	70	0.005689330811319835	-
120	80	0.006578175479514835	-
120	90	0.007500787135735117	-
120	100	0.008463481326504242	-
120	110	0.009473322133275838	-
120	120	0.010538210589388258	-
120	130	0.011666974843282382	-
120	140	0.01286946229509547	-
120	150	0.01415663395035653	-
120	160	0.01554066126319151	-
120	170	0.017035025766211156	-
120	180	0.018654621824646386	-
120	190	0.020415862903021647	-
120	200	0.022336791782775995	-
120	210	0.02443719526137468	-
120	220	0.026738723943483342	-
120	230	0.029265017882805656	-
120	240	0.032041838979449205	-
120	250	0.03509721127826809	-
120	260	0.03846157059062412	-
120	270	0.04216792526076479	-
120	280	0.04625203041263476	-
120	290	0.05075257873939389	-
120	300	0.05571141188714024	-
120	310	0.06117375776168773	-
120	320	0.0671885010932008	-
120	330	0.07380849709214057	-
120	340	0.08109094182803776	-
120	350	0.08909781833769205	-
120	360	0.0978964450260041	-
120	370	0.10756016430976632	-
120	380	0.11816922568760052	-
120	390	0.12981194208422683	-
120	400	0.14258623478978263	-
120	410	0.15660173749502648	-
120	420	0.1719827143919839	-
120	430	0.1888721760293689	-
120	440	0.207437774269891	-
120	450	0.22788036031130202	-
120	460	0.25044654444851977	-
120	470	0.27544725770866824	-
120	480	0.3032851932261355	-
120	490	0.3344949301703017	-
120	500	0.3697996922236864	-
120	510	0.4101853813882523	-
120	520	0.45697823937976145	-
120	530	0.5118694910107153	-
120	540	0.576728690951352	-
120	550	0.6528845973590973	-
120	560	0.7395393643329334	-
120	570	0.8318209573297463	-
120	580	0.9209623595495505	-
120	590	0.9989302561091842	-
120	600	1.0639431466306395	-
125	0	0.	2.4017235344811887
125	10	0.0011940775905350807	2.4023389284360612
125	20	0.0023939345437904067	2.4041888454002227
125	30	0.0036054561529806485	2.407284521877286
125	40	0.004834739305706785	2.4116447887900843
125	50	0.0060881976187416075	2.417296224517139
125	60	0.007372665789735148	2.4242733650041113
125	70	0.00869550292385585	2.4326189668993727
125	80	0.010064694612888362	2.4423843186329393
125	90	0.011488953563697273	2.4536295934252776
125	100	0.012977818606781447	2.4664242374002443
125	110	0.014541751945200755	2.4808473853097057
125	120	0.01619223455407615	2.496988295883092
125	130	0.01794185968967288	2.5149467985233405
125	140	0.01980442453627038	2.5348337430152172
125	150	0.021795020094582843	2.556771444132532
125	160	0.023930119519699374	2.580894113574137
125	170	0.026227665232791627	2.6073482725819996
125	180	0.028707155287792857	2.6362931399685645
125	190	0.03138972965889863	2.66790099219371
125	200	0.034298257353577465	2.702357494696378
125	210	0.03745742557487694	2.739862007046791
125	220	0.04089383251972489	2.78062786882868
125	230	0.044636085926040674	2.8248826787293955
125	240	0.04871491012857995	2.8728685864255095
125	250	0.053163265216242296	2.924842625915896
125	260	0.058016483039950294	2.981077130514956
125	270	0.06331242625235148	3.041860284484535
125	280	0.06909167857693077	3.1074968851808826
125	290	0.07539777708752946	3.1783094138283663
125	300	0.08227750084589013	3.2546395441619964
125	310	0.08978123500100775	3.336850258192191
125	320	0.09796343585680725	3.4253287897190887
125	330	0.10688323122023767	3.520490681954505
125	340	0.1166052022142181	3.62278532909492
125	350	0.1272004087283302	3.732703476330321
125	360	0.13874774276593277	3.850787280886881
125	370	0.15133572271390122	3.9776436875101355
125	380	0.16506488045152554	4.113962035867281
125	390	0.18005094215686632	4.260536968388617
125	400	0.1964290638271441	4.41829778138334
125	410	0.21435944684365488	4.58834522491537
125	420	0.23403471218300195	4.771996135370612
125	430	0.2556894076526258	4.9708346545440705
125	440	0.2796118601812311	5.18676518653931
125	450	0.30615805547735625	5.422054999495718
125	460	0.33576591256499666	5.679340864528921
125	470	0.36896549541869345	5.961550921553103
125	480	0.40637528075231455	6.271657694187841
125	490	0.4486655805541914	6.612135935159974
125	500	0.4964585988928658	6.983977925706742
125	510	0.5501284069342177	7.3851954702963845
125	520	0.6094860442379738	7.809044876232531
125	530	0.6734202751893186	8.242833597895093
125	540	0.7397158004159564	8.668810109008579
125	550	0.805361123278938	9.06831428971305
125	560	0.8674445367826876	9.428150986910271
125	570	0.9242183746934007	9.745368973667183
125	580	0.9756316559437788	10.026900690021606
125	590	1.0230398752799117	10.284630066129978
125	600	1.068449934664213	10.529801221335669
130	0	0.	2.8018439717964236
130	10	0.001732964202700185	2.8026525288938
130	20	0.0034753291666355626	2.8050834182070297
130	30	0.005236607847310041	2.8091522977789674
130	40	0.007026536764392802	2.8148852771287722
130	50	0.008855185746666766	2.8223189347625652
130	60	0.010733065302622219	2.8315003394863245
130	70	0.012671230937942604	2.842487072596467
130	80	0.014681383841828955	2.8553472475791426
130	90	0.016775967485329415	2.870159523789583
130	100	0.018968259821309508	2.887013110762918
130	110	0.021272460949159914	2.9060077603794467
130	120	0.023703776304173422	2.927253745119751
130	130	0.0262784956679143	2.9508718221468384
130	140	0.02901406854324236	2.976993184993731
130	150	0.031929176756818715	3.005759407270041
130	160	0.03504380548494128	3.0373223860928986
130	170	0.03837931431071214	3.071844296971599
130	180	0.041958510400060746	3.109497576724961
130	190	0.045805726448557245	3.150464956802351
130	200	0.04994690675070833	3.194939576259449
130	210	0.054409705574226745	3.2431252117873943
130	220	0.05922360306086613	3.295236671824603
130	230	0.06442004517098718	3.351500413144
130	240	0.07003261579970575	3.412155451677417
130	250	0.07609725117430956	3.477454654982056
130	260	0.08265250920900413	3.5476665218796923
130	270	0.08973990962618333	3.6230775754513576
130	280	0.0974043645920653	3.7039955184391724
130	290	0.10569472434725484	3.790753324204936
130	300	0.11466446828841281	3.883714459501671
130	310	0.12437257848558678	3.9832794530564786
130	320	0.13488464048810833	4.089894028305932
130	330	0.14627422351568342	4.204058995453998
130	340	0.1586245986908705	4.326342023343116
130	350	0.17203085523005834	4.457391245778528
130	360	0.18660246610215087	4.59795033650538
130	370	0.20246632518176458	4.74887411248888
130	380	0.2197702101051093	4.9111427513496855
130	390	0.2386864898174336	5.085871129670625
130	400	0.2594156477369763	5.27430735595418
130	410	0.2821887687623379	5.477811040624668
130	420	0.3072674633378749	5.697797168356572
130	430	0.3349387230740033	5.935626150920802
130	440	0.36550096155053236	6.1924166303208334
130	450	0.3992363316286836	6.468759241172859
130	460	0.4363642187769949	6.764324685928029
130	470	0.4769733379978303	7.077398607711159
130	480	0.5209374460859875	7.404445656991426
130	490	0.5678336252261473	7.739893751577378
130	500	0.6168989216219289	8.076386017237349
130	510	0.6670690330717515	8.405683516734594
130	520	0.7171249914799652	8.72015065745261
130	530	0.7659251766215021	9.014388598710184
130	540	0.812644919818142	9.286353356170022
130	550	0.8569288495899003	9.537457941064677
130	560	0.8989032127532274	9.77166626325305
130	570	0.9390664402729493	9.994069167536544
130	580	0.9781237667098782	10.20955376862634
130	590	1.016832330104954	10.42194681070067
130	600	1.0558935338084168	10.633689350794887
135	0	0.	3.2335904971191844
135	10	0.002418406339192888	3.234627684980669
135	20	0.004850636789760587	3.2377453275067603
135	30	0.007310600900374214	3.2429616274294126
135	40	0.009812378455440042	3.250306809927347
135	50	0.012370303050381108	3.259822956856759
135	60	0.014999043963332471	3.2715637813275062
135	70	0.01771368600223852	3.285594349435101
135	80	0.02052980721147506	3.301990758125053
135	90	0.023463554573172632	3.320839780491111
135	100	0.026531718135992144	3.3422384923222936
135	110	0.029751804347144594	3.366293896442989
135	120	0.03314210974060323	3.393122564362235
135	130	0.03672179656759353	3.4228503179877
135	140	0.04051097243525915	3.4556119776905576
135	150	0.04453077654338079	3.4915512068484698
135	160	0.048803475717885784	3.530820487155311
135	170	0.05335257411159802	3.573581263458108
135	180	0.05820294119857018	3.620004301617469
135	190	0.06338096357317022	3.670270307776086
135	200	0.06891472705076422	3.7245708622407556
135	210	0.07483423664729234	3.7831097255411317
135	220	0.08117168328185784	3.8461045774518117
135	230	0.08796176732002176	3.913789250758203
135	240	0.09524209038507327	3.986416518577912
135	250	0.10305362801614441	4.064261484442486
135	260	0.1114412965013828	4.1476256040571515
135	270	0.12045462702342076	4.236841330711443
135	280	0.13014855848066742	4.332277314068457
135	290	0.14058435569834116	4.434343982342022
135	300	0.15183065057980133	4.543499184095409
135	310	0.1639645870079242	4.660253336483114
135	320	0.1770730228959286	4.78517319552258
135	330	0.19125369857634356	4.918882902775951
135	340	0.20661621426798518	5.062060349128662
135	350	0.2232825630002739	5.215426127569419
135	360	0.24138683378450604	5.379721472388549
135	370	0.2610735336419125	5.555670747838141
135	380	0.28249379206649455	5.743923566270191
135	390	0.30579854892501307	5.944972046582804
135	400	0.33112777958236056	6.159040914563152
135	410	0.35859502331478277	6.385953162571868
135	420	0.3882671555576704	6.624982737324372
135	430	0.4201406707284595	6.87471815983589
135	440	0.45411774677504113	7.132974836939133
135	450	0.4899876797756433	7.396803469414543
135	460	0.5274209610762346	7.662638698615634
135	470	0.565982897849847	7.926607657908928
135	480	0.6051700653767073	8.1849714382439
135	490	0.6444662032958349	8.434616855596657
135	500	0.6834067442814806	8.673477564619295
135	510	0.7216367164850715	8.900768980733474
135	520	0.7589481030768148	9.11697574124581
